0.0117647,0.0352941,0.0117647,0.0470588,0.0117647,0,0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2
0.0352941,0.0117647,0.0470588,0.0117647,0,0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647
0.0117647,0.0470588,0.0117647,0,0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941
0.0470588,0.0117647,0,0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294
0.0117647,0,0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176
0,0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941
0.0117647,0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529
0.0235294,0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647
0.0588235,0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235
0.0705882,0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706
0.0705882,0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294
0.0705882,0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529
0.0823529,0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941
0.0588235,0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941,0.0235294
0.0235294,0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941,0.0235294,0.0235294
0.0352941,0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941,0.0235294,0.0235294,0.164706
0.0117647,0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941,0.0235294,0.0235294,0.164706,0.364706
0,0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941,0.0235294,0.0235294,0.164706,0.364706,0.294118
0.0235294,0.0470588,0.0470588,0.0235294,0.0352941,0,0.0588235,0.0941176,0.0823529,0.0235294,0.0823529,0.0470588,0.0470588,0.0705882,0.0235294,0.0235294,0.0117647,0.0705882,0.0941176,0.0588235,0.0705882,0.0352941,0.0705882,0.0352941,0.0117647,0.0235294,0.0352941,0.0705882,0.129412,0.0588235,0.0470588,0.0117647,0.0588235,0.0705882,0.0470588,0,0.0235294,0.0117647,0.0470588,0.117647,0.0705882,0.129412,0.141176,0.164706,0.141176,0.2,0.117647,0.0352941,0.235294,0.0941176,0.0352941,0.0823529,0.0117647,0.0588235,0.164706,0.235294,0.223529,0.152941,0.0235294,0.0235294,0.164706,0.364706,0.294118,0.0352941
